WO,District,LeadTech,Service,Rush,ReqDate,WorkDate,Techs,WtyLbr,WtyParts,LbrHrs,PartsCost,Payment,Wait,LbrRate,LbrCost,LbrFee,PartsFee,TotalCost,TotalFee,ReqDay,WorkDay
A00407,West,Ling,Replace,,20-Jan-21,27-Jan-21,1,,,1.0,452.19,Account,7,#REF!,#REF!,#REF!,452.19,#REF!,#REF!,Wed,Wed
A00408,Southwest,Khan,Assess,,21-Jan-21,31-Jan-21,1,,,1.75,117.06,Account,10,#REF!,#REF!,#REF!,117.06,#REF!,#REF!,Thu,Sun
A00409,Central,Burton,Deliver,,21-Jan-21,26-Jan-21,1,,,1.0,73.99,C.O.D.,5,#REF!,#REF!,#REF!,73.99,#REF!,#REF!,Thu,Tue
A00410,West,Lopez,Assess,,22-Jan-21,01-Feb-21,1,,,0.25,133.79,Account,10,#REF!,#REF!,#REF!,133.79,#REF!,#REF!,Fri,Mon
A00411,Central,Ling,Assess,,22-Jan-21,24-Jan-21,2,,,0.75,189.45,C.O.D.,2,#REF!,#REF!,#REF!,189.45,#REF!,#REF!,Fri,Sun
A00412,Southwest,Khan,Replace,Yes,23-Jan-21,25-Jan-21,1,Yes,,0.5,103.62,C.O.D.,2,#REF!,#REF!,#REF!,103.62,#REF!,#REF!,Sat,Mon
A00413,Northwest,Ling,Replace,Yes,23-Jan-21,24-Jan-21,1,,,0.25,12.68,C.O.D.,1,#REF!,#REF!,#REF!,12.68,#REF!,#REF!,Sat,Sun
A00414,Northwest,Cartier,Replace,,24-Jan-21,13-Feb-21,1,,,1.5,216.97,Account,20,#REF!,#REF!,#REF!,216.97,#REF!,#REF!,Sun,Sat
A00415,Southwest,Michner,Assess,,24-Jan-21,26-Jan-21,2,Yes,,0.5,119.68,C.O.D.,2,#REF!,#REF!,#REF!,119.68,#REF!,#REF!,Sun,Tue
A00416,South,Michner,Replace,,25-Jan-21,26-Jan-21,1,,,1.75,132.51,Account,1,#REF!,#REF!,#REF!,132.51,#REF!,#REF!,Mon,Tue
A00417,North,Khan,Replace,,25-Jan-21,30-Jan-21,1,Yes,,0.75,162.85,Account,5,#REF!,#REF!,#REF!,162.85,#REF!,#REF!,Mon,Sat
A00418,Southeast,Lopez,Replace,,25-Jan-21,08-Feb-21,1,,,0.25,41.3,C.O.D.,14,#REF!,#REF!,#REF!,41.3,#REF!,#REF!,Mon,Mon
A00419,North,Khan,Replace,,26-Jan-21,28-Jan-21,1,,,0.5,97.29,Account,2,#REF!,#REF!,#REF!,97.29,#REF!,#REF!,Tue,Thu
A00420,North,Cartier,Deliver,,26-Jan-21,09-Feb-21,1,,Yes,0.5,44.64,C.O.D.,14,#REF!,#REF!,#REF!,44.64,#REF!,#REF!,Tue,Tue
A00421,Southwest,Khan,Repair,,27-Jan-21,06-Feb-21,1,,,0.25,403.39,C.O.D.,10,#REF!,#REF!,#REF!,403.39,#REF!,#REF!,Wed,Sat
A00422,Southwest,Burton,Replace,Yes,27-Jan-21,16-Feb-21,1,,,0.75,47.1,C.O.D.,20,#REF!,#REF!,#REF!,47.1,#REF!,#REF!,Wed,Tue
A00423,Southeast,Cartier,Replace,Yes,28-Jan-21,02-Feb-21,1,,,0.25,56.47,Account,5,#REF!,#REF!,#REF!,56.47,#REF!,#REF!,Thu,Tue
A00424,North,Ling,Replace,,28-Jan-21,02-Feb-21,1,,,0.25,61.18,C.O.D.,5,#REF!,#REF!,#REF!,61.18,#REF!,#REF!,Thu,Tue
A00425,Southeast,Burton,Repair,Yes,29-Jan-21,30-Jan-21,1,,,0.5,179.31,Account,1,#REF!,#REF!,#REF!,179.31,#REF!,#REF!,Fri,Sat
A00426,South,Lopez,Repair,Yes,29-Jan-21,31-Jan-21,1,,,2.0,26.93,Account,2,#REF!,#REF!,#REF!,26.93,#REF!,#REF!,Fri,Sun
A00427,West,Khan,Assess,,30-Jan-21,06-Feb-21,1,,,0.5,50.02,Account,7,#REF!,#REF!,#REF!,50.02,#REF!,#REF!,Sat,Sat
A00428,Northwest,Lopez,Replace,,30-Jan-21,04-Feb-21,1,Yes,,0.5,155.31,Account,5,#REF!,#REF!,#REF!,155.31,#REF!,#REF!,Sat,Thu
A00429,South,Michner,Replace,,31-Jan-21,01-Feb-21,2,,,0.75,125.5,Account,1,#REF!,#REF!,#REF!,125.5,#REF!,#REF!,Sun,Mon
A00430,South,Ling,Assess,,31-Jan-21,02-Feb-21,1,,,0.75,269.96,Account,2,#REF!,#REF!,#REF!,269.96,#REF!,#REF!,Sun,Tue
A00431,South,Michner,Replace,Yes,01-Feb-21,06-Feb-21,1,,,0.5,349.41,Account,5,#REF!,#REF!,#REF!,349.41,#REF!,#REF!,Mon,Sat
A00432,Northwest,Michner,Assess,,01-Feb-21,08-Feb-21,2,,,0.25,210.03,P.O.,7,#REF!,#REF!,#REF!,210.03,#REF!,#REF!,Mon,Mon
A00433,Southwest,Cartier,Assess,Yes,02-Feb-21,12-Feb-21,1,,,0.75,39.88,C.O.D.,10,#REF!,#REF!,#REF!,39.88,#REF!,#REF!,Tue,Fri
A00434,West,Khan,Assess,,02-Feb-21,12-Feb-21,1,Yes,,0.5,41.6,C.O.D.,10,#REF!,#REF!,#REF!,41.6,#REF!,#REF!,Tue,Fri
A00435,Southeast,Lopez,Deliver,,03-Feb-21,08-Feb-21,2,Yes,,0.25,127.6,C.O.D.,5,#REF!,#REF!,#REF!,127.6,#REF!,#REF!,Wed,Mon
A00436,Northeast,Cartier,Deliver,,03-Feb-21,10-Feb-21,2,,,0.25,67.65,P.O.,7,#REF!,#REF!,#REF!,67.65,#REF!,#REF!,Wed,Wed
A00437,Northeast,Cartier,Assess,,04-Feb-21,09-Feb-21,2,,,0.5,104.39,Account,5,#REF!,#REF!,#REF!,104.39,#REF!,#REF!,Thu,Tue
A00438,South,Lopez,Replace,Yes,04-Feb-21,11-Feb-21,1,,,0.5,19.44,Account,7,#REF!,#REF!,#REF!,19.44,#REF!,#REF!,Thu,Thu
A00439,North,Cartier,Assess,,04-Feb-21,18-Feb-21,1,Yes,,0.5,197.81,P.O.,14,#REF!,#REF!,#REF!,197.81,#REF!,#REF!,Thu,Thu
A00440,Central,Ling,Deliver,,05-Feb-21,12-Feb-21,1,,,0.25,99.33,C.O.D.,7,#REF!,#REF!,#REF!,99.33,#REF!,#REF!,Fri,Fri
A00441,West,Khan,Deliver,,05-Feb-21,08-Feb-21,2,Yes,,0.5,97.04,P.O.,3,#REF!,#REF!,#REF!,97.04,#REF!,#REF!,Fri,Mon
A00442,East,Ling,Assess,,06-Feb-21,16-Feb-21,2,,,0.75,271.39,Account,10,#REF!,#REF!,#REF!,271.39,#REF!,#REF!,Sat,Tue
A00443,Southwest,Michner,Assess,,06-Feb-21,09-Feb-21,1,,,0.25,27.51,Account,3,#REF!,#REF!,#REF!,27.51,#REF!,#REF!,Sat,Tue
A00444,South,Ling,Replace,,07-Feb-21,08-Feb-21,1,,,0.5,170.7,P.O.,1,#REF!,#REF!,#REF!,170.7,#REF!,#REF!,Sun,Mon
A00445,Central,Burton,Assess,,07-Feb-21,09-Feb-21,1,,,0.5,44.52,Account,2,#REF!,#REF!,#REF!,44.52,#REF!,#REF!,Sun,Tue
A00446,Northeast,Cartier,Replace,,08-Feb-21,28-Feb-21,2,,,0.5,180.59,Account,20,#REF!,#REF!,#REF!,180.59,#REF!,#REF!,Mon,Sun
A00447,Northwest,Khan,Replace,Yes,08-Feb-21,11-Feb-21,2,,,1.75,81.88,P.O.,3,#REF!,#REF!,#REF!,81.88,#REF!,#REF!,Mon,Thu
A00448,East,Lopez,Deliver,,09-Feb-21,14-Feb-21,2,Yes,,0.5,246.15,C.O.D.,5,#REF!,#REF!,#REF!,246.15,#REF!,#REF!,Tue,Sun
A00449,East,Cartier,Replace,Yes,09-Feb-21,12-Feb-21,2,,,0.75,87.57,P.O.,3,#REF!,#REF!,#REF!,87.57,#REF!,#REF!,Tue,Fri
A00450,Central,Michner,Deliver,,10-Feb-21,12-Feb-21,1,,,0.5,14.11,Account,2,#REF!,#REF!,#REF!,14.11,#REF!,#REF!,Wed,Fri
A00451,South,Cartier,Assess,,10-Feb-21,15-Feb-21,1,,,0.5,425.79,Account,5,#REF!,#REF!,#REF!,425.79,#REF!,#REF!,Wed,Mon
A00452,South,Lopez,Replace,,11-Feb-21,16-Feb-21,1,Yes,,0.25,42.33,Account,5,#REF!,#REF!,#REF!,42.33,#REF!,#REF!,Thu,Tue
A00453,Southeast,Michner,Assess,Yes,11-Feb-21,14-Feb-21,2,,,0.25,41.96,C.O.D.,3,#REF!,#REF!,#REF!,41.96,#REF!,#REF!,Thu,Sun
A00454,South,Ling,Assess,Yes,12-Feb-21,15-Feb-21,1,,,0.75,179.7,C.O.D.,3,#REF!,#REF!,#REF!,179.7,#REF!,#REF!,Fri,Mon
A00455,North,Cartier,Replace,Yes,12-Feb-21,17-Feb-21,2,,,0.25,71.96,Account,5,#REF!,#REF!,#REF!,71.96,#REF!,#REF!,Fri,Wed
A00456,Central,Ling,Replace,Yes,13-Feb-21,15-Feb-21,2,,,0.25,76.83,C.O.D.,2,#REF!,#REF!,#REF!,76.83,#REF!,#REF!,Sat,Mon
A00457,Northeast,Cartier,Assess,,13-Feb-21,16-Feb-21,1,,,0.5,37.48,Account,3,#REF!,#REF!,#REF!,37.48,#REF!,#REF!,Sat,Tue
A00458,Central,Lopez,Assess,,13-Feb-21,18-Feb-21,2,,,0.25,348.26,C.O.D.,5,#REF!,#REF!,#REF!,348.26,#REF!,#REF!,Sat,Thu
A00459,East,Lopez,Assess,,14-Feb-21,17-Feb-21,1,,,1.0,193.12,C.O.D.,3,#REF!,#REF!,#REF!,193.12,#REF!,#REF!,Sun,Wed
A00460,West,Lopez,Replace,Yes,14-Feb-21,16-Feb-21,1,,,0.25,76.89,P.O.,2,#REF!,#REF!,#REF!,76.89,#REF!,#REF!,Sun,Tue
A00461,Northeast,Michner,Replace,,15-Feb-21,25-Feb-21,1,,,0.75,81.31,C.O.D.,10,#REF!,#REF!,#REF!,81.31,#REF!,#REF!,Mon,Thu
A00462,Northeast,Cartier,Deliver,,15-Feb-21,16-Feb-21,1,,Yes,0.25,177.99,C.O.D.,1,#REF!,#REF!,#REF!,177.99,#REF!,#REF!,Mon,Tue
A00463,Central,Ling,Assess,,16-Feb-21,26-Feb-21,1,,,0.5,57.51,C.O.D.,10,#REF!,#REF!,#REF!,57.51,#REF!,#REF!,Tue,Fri
A00464,Northwest,Michner,Repair,,16-Feb-21,18-Feb-21,2,,,0.5,111.95,C.O.D.,2,#REF!,#REF!,#REF!,111.95,#REF!,#REF!,Tue,Thu
A00465,Central,Khan,Assess,,17-Feb-21,27-Feb-21,2,,,0.5,43.69,C.O.D.,10,#REF!,#REF!,#REF!,43.69,#REF!,#REF!,Wed,Sat
A00466,South,Burton,Replace,,17-Feb-21,03-Mar-21,1,,,1.0,86.7,P.O.,14,#REF!,#REF!,#REF!,86.7,#REF!,#REF!,Wed,Wed
A00467,South,Cartier,Replace,,18-Feb-21,23-Feb-21,1,Yes,,0.25,136.53,P.O.,5,#REF!,#REF!,#REF!,136.53,#REF!,#REF!,Thu,Tue
A00468,Northwest,Cartier,Replace,,18-Feb-21,19-Feb-21,1,,,0.5,144.73,C.O.D.,1,#REF!,#REF!,#REF!,144.73,#REF!,#REF!,Thu,Fri
A00469,West,Lopez,Deliver,,19-Feb-21,21-Feb-21,1,,,0.75,301.74,C.O.D.,2,#REF!,#REF!,#REF!,301.74,#REF!,#REF!,Fri,Sun
A00470,South,Ling,Deliver,,19-Feb-21,11-Mar-21,2,,,0.5,18.91,Account,20,#REF!,#REF!,#REF!,18.91,#REF!,#REF!,Fri,Thu
A00471,North,Burton,Deliver,Yes,20-Feb-21,23-Feb-21,1,,,2.0,150.53,Account,3,#REF!,#REF!,#REF!,150.53,#REF!,#REF!,Sat,Tue
A00472,Southwest,Cartier,Assess,,20-Feb-21,02-Mar-21,2,,Yes,0.5,238.08,Account,10,#REF!,#REF!,#REF!,238.08,#REF!,#REF!,Sat,Tue
A00473,Southeast,Ling,Repair,,21-Feb-21,24-Feb-21,1,,,0.5,199.44,Account,3,#REF!,#REF!,#REF!,199.44,#REF!,#REF!,Sun,Wed
A00474,West,Lopez,Assess,,21-Feb-21,23-Feb-21,1,,,3.5,34.29,Account,2,#REF!,#REF!,#REF!,34.29,#REF!,#REF!,Sun,Tue
A00475,Southeast,Cartier,Assess,Yes,22-Feb-21,23-Feb-21,1,,,0.5,64.88,Account,1,#REF!,#REF!,#REF!,64.88,#REF!,#REF!,Mon,Tue
A00476,Northwest,Burton,Assess,Yes,22-Feb-21,14-Mar-21,1,Yes,,0.25,224.65,C.O.D.,20,#REF!,#REF!,#REF!,224.65,#REF!,#REF!,Mon,Sun
A00477,East,Michner,Deliver,Yes,22-Feb-21,27-Feb-21,1,,,0.5,22.8,Account,5,#REF!,#REF!,#REF!,22.8,#REF!,#REF!,Mon,Sat
A00478,Southwest,Lopez,Assess,,23-Feb-21,26-Feb-21,1,,,0.75,192.6,P.O.,3,#REF!,#REF!,#REF!,192.6,#REF!,#REF!,Tue,Fri
A00479,Southeast,Ling,Repair,,23-Feb-21,26-Feb-21,2,,,0.5,140.57,C.O.D.,3,#REF!,#REF!,#REF!,140.57,#REF!,#REF!,Tue,Fri
A00480,Southeast,Khan,Deliver,,24-Feb-21,01-Mar-21,1,,,0.5,292.83,P.O.,5,#REF!,#REF!,#REF!,292.83,#REF!,#REF!,Wed,Mon
A00481,Northwest,Cartier,Replace,Yes,24-Feb-21,06-Mar-21,1,,,0.5,68.36,C.O.D.,10,#REF!,#REF!,#REF!,68.36,#REF!,#REF!,Wed,Sat
A00482,Northwest,Burton,Assess,,25-Feb-21,27-Feb-21,1,,,0.25,326.78,P.O.,2,#REF!,#REF!,#REF!,326.78,#REF!,#REF!,Thu,Sat
A00483,Southwest,Michner,Assess,,25-Feb-21,02-Mar-21,2,,,0.75,114.68,Account,5,#REF!,#REF!,#REF!,114.68,#REF!,#REF!,Thu,Tue
A00484,Southwest,Michner,Replace,Yes,26-Feb-21,28-Mar-21,1,,,1.0,201.27,C.O.D.,30,#REF!,#REF!,#REF!,201.27,#REF!,#REF!,Fri,Sun
A00485,Northwest,Burton,Assess,,26-Feb-21,05-Mar-21,1,,,1.75,359.82,C.O.D.,7,#REF!,#REF!,#REF!,359.82,#REF!,#REF!,Fri,Fri
A00486,Southeast,Ling,Assess,,27-Feb-21,13-Mar-21,2,,,0.5,158.62,P.O.,14,#REF!,#REF!,#REF!,158.62,#REF!,#REF!,Sat,Sat
A00487,South,Ling,Replace,,27-Feb-21,02-Mar-21,1,,,0.5,302.26,C.O.D.,3,#REF!,#REF!,#REF!,302.26,#REF!,#REF!,Sat,Tue
A00488,Southeast,Burton,Assess,,28-Feb-21,05-Mar-21,1,,,0.25,84.03,Account,5,#REF!,#REF!,#REF!,84.03,#REF!,#REF!,Sun,Fri
A00489,North,Ling,Assess,,28-Feb-21,01-Mar-21,1,Yes,,0.5,39.25,Account,1,#REF!,#REF!,#REF!,39.25,#REF!,#REF!,Sun,Mon
A00490,North,Khan,Assess,,01-Mar-21,06-Mar-21,2,,,0.5,58.44,C.O.D.,5,#REF!,#REF!,#REF!,58.44,#REF!,#REF!,Mon,Sat
A00491,Northeast,Khan,Assess,,01-Mar-21,04-Mar-21,1,,Yes,0.75,337.24,Account,3,#REF!,#REF!,#REF!,337.24,#REF!,#REF!,Mon,Thu
A00492,Central,Michner,Assess,,02-Mar-21,07-Mar-21,2,,,0.25,52.19,P.O.,5,#REF!,#REF!,#REF!,52.19,#REF!,#REF!,Tue,Sun
A00493,North,Khan,Assess,Yes,02-Mar-21,03-Mar-21,2,,,0.25,82.68,Account,1,#REF!,#REF!,#REF!,82.68,#REF!,#REF!,Tue,Wed
A00494,Northeast,Khan,Repair,Yes,03-Mar-21,06-Mar-21,2,,,0.25,45.43,C.O.D.,3,#REF!,#REF!,#REF!,45.43,#REF!,#REF!,Wed,Sat
A00495,Southeast,Michner,Assess,,03-Mar-21,05-Mar-21,1,,,0.75,179.42,C.O.D.,2,#REF!,#REF!,#REF!,179.42,#REF!,#REF!,Wed,Fri
A00496,Central,Ling,Assess,,04-Mar-21,09-Mar-21,1,,,0.75,76.06,Account,5,#REF!,#REF!,#REF!,76.06,#REF!,#REF!,Thu,Tue
A00497,West,Burton,Repair,,04-Mar-21,18-Mar-21,1,,,0.75,350.55,C.O.D.,14,#REF!,#REF!,#REF!,350.55,#REF!,#REF!,Thu,Thu
A00498,West,Michner,Assess,,04-Mar-21,14-Mar-21,1,,,0.25,121.29,Account,10,#REF!,#REF!,#REF!,121.29,#REF!,#REF!,Thu,Sun
A00499,Southwest,Lopez,Replace,,05-Mar-21,07-Mar-21,1,,,0.5,25.93,P.O.,2,#REF!,#REF!,#REF!,25.93,#REF!,#REF!,Fri,Sun
A00500,Central,Lopez,Replace,Yes,05-Mar-21,10-Mar-21,1,,,0.25,115.71,Account,5,#REF!,#REF!,#REF!,115.71,#REF!,#REF!,Fri,Wed
A00501,Northwest,Ling,Assess,,06-Mar-21,08-Mar-21,1,,,0.75,103.69,Account,2,#REF!,#REF!,#REF!,103.69,#REF!,#REF!,Sat,Mon
A00502,Northeast,Ling,Assess,Yes,06-Mar-21,08-Mar-21,2,,Yes,0.5,63.74,Account,2,#REF!,#REF!,#REF!,63.74,#REF!,#REF!,Sat,Mon
A00503,North,Michner,Assess,,07-Mar-21,08-Mar-21,1,,,1.5,176.56,Account,1,#REF!,#REF!,#REF!,176.56,#REF!,#REF!,Sun,Mon
A00504,Northeast,Michner,Deliver,,07-Mar-21,21-Mar-21,1,,,0.5,305.37,C.O.D.,14,#REF!,#REF!,#REF!,305.37,#REF!,#REF!,Sun,Sun
A00505,Northeast,Ling,Replace,,08-Mar-21,10-Mar-21,1,,,1.75,27.66,P.O.,2,#REF!,#REF!,#REF!,27.66,#REF!,#REF!,Mon,Wed
A00506,Southwest,Lopez,Assess,,08-Mar-21,13-Mar-21,1,,,0.5,60.94,P.O.,5,#REF!,#REF!,#REF!,60.94,#REF!,#REF!,Mon,Sat
A00507,Southeast,Burton,Assess,,09-Mar-21,19-Mar-21,2,,,0.5,44.09,C.O.D.,10,#REF!,#REF!,#REF!,44.09,#REF!,#REF!,Tue,Fri
A00508,Northeast,Ling,Assess,,09-Mar-21,29-Mar-21,1,,,0.5,147.68,C.O.D.,20,#REF!,#REF!,#REF!,147.68,#REF!,#REF!,Tue,Mon
A00509,West,Cartier,Assess,Yes,10-Mar-21,11-Mar-21,1,,,1.0,110.21,Account,1,#REF!,#REF!,#REF!,110.21,#REF!,#REF!,Wed,Thu
A00510,Southwest,Ling,Deliver,,10-Mar-21,15-Mar-21,2,Yes,,0.5,74.44,C.O.D.,5,#REF!,#REF!,#REF!,74.44,#REF!,#REF!,Wed,Mon
A00511,East,Ling,Assess,Yes,11-Mar-21,16-Mar-21,1,,,0.25,356.63,Account,5,#REF!,#REF!,#REF!,356.63,#REF!,#REF!,Thu,Tue
A00512,Southeast,Michner,Assess,,11-Mar-21,13-Mar-21,1,,,1.5,41.58,P.O.,2,#REF!,#REF!,#REF!,41.58,#REF!,#REF!,Thu,Sat
A00513,North,Burton,Assess,,12-Mar-21,17-Mar-21,2,,,1.0,364.44,Account,5,#REF!,#REF!,#REF!,364.44,#REF!,#REF!,Fri,Wed
A00514,Central,Khan,Replace,,12-Mar-21,19-Mar-21,1,,,0.25,20.65,P.O.,7,#REF!,#REF!,#REF!,20.65,#REF!,#REF!,Fri,Fri
A00515,West,Michner,Deliver,,13-Mar-21,16-Mar-21,1,,,1.5,23.05,Account,3,#REF!,#REF!,#REF!,23.05,#REF!,#REF!,Sat,Tue
A00516,Southwest,Khan,Replace,Yes,13-Mar-21,15-Mar-21,1,,,1.0,367.86,Account,2,#REF!,#REF!,#REF!,367.86,#REF!,#REF!,Sat,Mon
A00517,South,Burton,Assess,,13-Mar-21,15-Mar-21,1,,,0.5,15.99,C.O.D.,2,#REF!,#REF!,#REF!,15.99,#REF!,#REF!,Sat,Mon
A00518,West,Michner,Replace,,14-Mar-21,15-Mar-21,1,,,0.25,98.88,Account,1,#REF!,#REF!,#REF!,98.88,#REF!,#REF!,Sun,Mon
A00519,North,Ling,Assess,Yes,14-Mar-21,15-Mar-21,2,Yes,,0.5,61.9,P.O.,1,#REF!,#REF!,#REF!,61.9,#REF!,#REF!,Sun,Mon
A00520,Southeast,Ling,Deliver,,15-Mar-21,16-Mar-21,1,,,0.5,33.62,C.O.D.,1,#REF!,#REF!,#REF!,33.62,#REF!,#REF!,Mon,Tue
A00521,Southeast,Burton,Replace,,15-Mar-21,25-Mar-21,1,,,0.75,19.5,Account,10,#REF!,#REF!,#REF!,19.5,#REF!,#REF!,Mon,Thu
A00522,Southeast,Lopez,Assess,,16-Mar-21,19-Mar-21,2,,,0.25,28.13,Account,3,#REF!,#REF!,#REF!,28.13,#REF!,#REF!,Tue,Fri
A00523,West,Khan,Assess,Yes,16-Mar-21,21-Mar-21,2,,,0.75,66.14,C.O.D.,5,#REF!,#REF!,#REF!,66.14,#REF!,#REF!,Tue,Sun
A00524,South,Ling,Repair,,17-Mar-21,19-Mar-21,1,,,0.5,184.59,C.O.D.,2,#REF!,#REF!,#REF!,184.59,#REF!,#REF!,Wed,Fri
A00525,East,Lopez,Assess,,17-Mar-21,22-Mar-21,1,,,1.0,39.51,P.O.,5,#REF!,#REF!,#REF!,39.51,#REF!,#REF!,Wed,Mon
A00526,North,Cartier,Replace,Yes,18-Mar-21,23-Mar-21,1,,,0.5,93.83,Account,5,#REF!,#REF!,#REF!,93.83,#REF!,#REF!,Thu,Tue
A00527,East,Lopez,Deliver,,18-Mar-21,23-Mar-21,2,,,2.0,146.94,C.O.D.,5,#REF!,#REF!,#REF!,146.94,#REF!,#REF!,Thu,Tue
A00528,North,Michner,Replace,Yes,19-Mar-21,22-Mar-21,1,,,0.25,14.73,Account,3,#REF!,#REF!,#REF!,14.73,#REF!,#REF!,Fri,Mon
A00529,North,Ling,Replace,,19-Mar-21,08-Apr-21,1,,,0.5,239.71,Account,20,#REF!,#REF!,#REF!,239.71,#REF!,#REF!,Fri,Thu
A00530,South,Lopez,Replace,Yes,20-Mar-21,27-Mar-21,1,,,0.25,48.4,Account,7,#REF!,#REF!,#REF!,48.4,#REF!,#REF!,Sat,Sat
A00531,North,Cartier,Replace,Yes,20-Mar-21,25-Mar-21,1,,,0.5,209.27,C.O.D.,5,#REF!,#REF!,#REF!,209.27,#REF!,#REF!,Sat,Thu
A00532,Southeast,Ling,Assess,,21-Mar-21,23-Mar-21,2,,,1.0,32.1,P.O.,2,#REF!,#REF!,#REF!,32.1,#REF!,#REF!,Sun,Tue
A00533,Northwest,Michner,Deliver,,21-Mar-21,20-Apr-21,2,,,0.75,362.59,Account,30,#REF!,#REF!,#REF!,362.59,#REF!,#REF!,Sun,Tue
A00534,East,Burton,Assess,,22-Mar-21,23-Mar-21,1,,,0.25,143.76,C.O.D.,1,#REF!,#REF!,#REF!,143.76,#REF!,#REF!,Mon,Tue
A00535,North,Khan,Assess,Yes,22-Mar-21,25-Mar-21,1,,,0.75,194.1,Account,3,#REF!,#REF!,#REF!,194.1,#REF!,#REF!,Mon,Thu
A00536,Central,Khan,Replace,,22-Mar-21,23-Mar-21,1,,,1.75,112.59,C.O.D.,1,#REF!,#REF!,#REF!,112.59,#REF!,#REF!,Mon,Tue
A00537,Southwest,Michner,Replace,,23-Mar-21,24-Mar-21,1,,,0.25,24.7,Account,1,#REF!,#REF!,#REF!,24.7,#REF!,#REF!,Tue,Wed
A00538,Northeast,Cartier,Replace,,23-Mar-21,22-Apr-21,1,,,0.25,90.16,Account,30,#REF!,#REF!,#REF!,90.16,#REF!,#REF!,Tue,Thu
A00539,West,Michner,Replace,Yes,24-Mar-21,27-Mar-21,1,,,0.5,154.37,C.O.D.,3,#REF!,#REF!,#REF!,154.37,#REF!,#REF!,Wed,Sat
A00540,West,Cartier,Assess,,24-Mar-21,31-Mar-21,1,,,0.75,56.6,Account,7,#REF!,#REF!,#REF!,56.6,#REF!,#REF!,Wed,Wed
A00541,Central,Burton,Replace,,25-Mar-21,01-Apr-21,1,,,0.5,23.3,Account,7,#REF!,#REF!,#REF!,23.3,#REF!,#REF!,Thu,Thu
A00542,Southeast,Michner,Assess,,25-Mar-21,27-Mar-21,2,,,0.75,47.39,Account,2,#REF!,#REF!,#REF!,47.39,#REF!,#REF!,Thu,Sat
A00543,North,Cartier,Deliver,,26-Mar-21,31-Mar-21,1,,,1.5,693.37,C.O.D.,5,#REF!,#REF!,#REF!,693.37,#REF!,#REF!,Fri,Wed
A00544,Central,Ling,Replace,,26-Mar-21,02-Apr-21,1,,,0.75,60.8,C.O.D.,7,#REF!,#REF!,#REF!,60.8,#REF!,#REF!,Fri,Fri
A00545,North,Michner,Assess,Yes,27-Mar-21,30-Mar-21,2,,,0.5,430.6,Account,3,#REF!,#REF!,#REF!,430.6,#REF!,#REF!,Sat,Tue
A00546,Central,Khan,Replace,,27-Mar-21,28-Mar-21,1,,,0.25,352.22,P.O.,1,#REF!,#REF!,#REF!,352.22,#REF!,#REF!,Sat,Sun
A00547,Southwest,Cartier,Assess,,28-Mar-21,31-Mar-21,1,,,0.25,214.16,P.O.,3,#REF!,#REF!,#REF!,214.16,#REF!,#REF!,Sun,Wed
A00548,South,Khan,Assess,,28-Mar-21,02-Apr-21,1,,,1.0,54.85,Account,5,#REF!,#REF!,#REF!,54.85,#REF!,#REF!,Sun,Fri
A00549,West,Khan,Replace,,29-Mar-21,03-Apr-21,1,,,1.0,115.74,Account,5,#REF!,#REF!,#REF!,115.74,#REF!,#REF!,Mon,Sat
A00550,South,Burton,Assess,,29-Mar-21,08-Apr-21,1,,,1.0,110.57,P.O.,10,#REF!,#REF!,#REF!,110.57,#REF!,#REF!,Mon,Thu
A00551,East,Khan,Replace,,30-Mar-21,02-Apr-21,2,,,0.25,90.24,C.O.D.,3,#REF!,#REF!,#REF!,90.24,#REF!,#REF!,Tue,Fri
A00552,South,Lopez,Assess,,30-Mar-21,09-Apr-21,1,,Yes,0.25,72.63,C.O.D.,10,#REF!,#REF!,#REF!,72.63,#REF!,#REF!,Tue,Fri
A00553,Central,Ling,Assess,,31-Mar-21,10-Apr-21,2,,,1.0,373.27,Account,10,#REF!,#REF!,#REF!,373.27,#REF!,#REF!,Wed,Sat
A00554,East,Burton,Deliver,,31-Mar-21,30-Apr-21,1,,,0.25,27.36,Account,30,#REF!,#REF!,#REF!,27.36,#REF!,#REF!,Wed,Fri
A00555,South,Burton,Deliver,,01-Apr-21,03-Apr-21,1,,,1.0,118.91,Account,2,#REF!,#REF!,#REF!,118.91,#REF!,#REF!,Thu,Sat
A00556,Northwest,Khan,Assess,Yes,01-Apr-21,14-Apr-21,1,,,0.25,23.4,Account,13,#REF!,#REF!,#REF!,23.4,#REF!,#REF!,Sat,Thu
A00557,East,Ling,Assess,,01-Apr-21,26-Apr-21,2,,,0.25,17.13,Account,25,#REF!,#REF!,#REF!,17.13,#REF!,#REF!,Sat,Tue
A00558,West,Lopez,Assess,,01-Apr-21,29-Apr-21,1,,,0.5,149.5,P.O.,28,#REF!,#REF!,#REF!,149.5,#REF!,#REF!,Sat,Tue
A00559,Northwest,Burton,Assess,,02-Apr-21,26-Apr-21,1,,,0.5,163.2,P.O.,24,#REF!,#REF!,#REF!,163.2,#REF!,#REF!,Sat,Tue
A00560,North,Ling,Assess,,03-Apr-21,15-Apr-21,2,,,0.25,14.76,Account,12,#REF!,#REF!,#REF!,14.76,#REF!,#REF!,Mon,Wed
